"","ID","Red_list_category","Latitude","Longitude","temperate_or_tropical","System","Primary_threat","year","Abundance"
"466349",405,"VU",47.5,16.41667,"Temperate","Terrestrial","Habitat degradation/change",1981,55
"466389",365,"LC",41.25,1.58333,"Temperate","Terrestrial","Exploitation",1981,14
"466393",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1981,16
"466394",360,"CR",30.08333,-9.66667,"Temperate","Terrestrial","Habitat loss",1981,48
"466405",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1981,2750000
"466406",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1981,3800000
"466444",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1981,1420000
"466464",290,"LC",78,20,"Temperate","Terrestrial","Exploitation",1981,3500
"466465",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",1981,200
"466478",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1981,5600000
"466480",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1981,1250000
"466494",259,"EN",-26.41667,-48.83333,"Tropical","Terrestrial","Habitat loss",1981,200
"466496",257,"EN",-23,-60,"Tropical","Terrestrial","Exploitation",1981,6
"466499",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1981,19
"466506",247,"EN",18.08722,-67.97194,"Tropical","Terrestrial","Invasive spp/genes",1981,220
"466528",225,"NT",36.58694,75.39972,"Temperate","Terrestrial","Exploitation",1981,160
"466555",198,"CR",19.59278,-155.51972,"Tropical","Terrestrial","Invasive spp/genes",1981,3250
"466561",192,"CR",-25,135,"Tropical","Terrestrial","Invasive spp/genes",1981,25
"466563",190,"CR",-37,144,"Tropical","Terrestrial","Habitat loss",1981,82
"466564",189,"CR",-38.4,142.23333,"Tropical","Terrestrial","Habitat loss",1981,150
"466593",160,"LC",-13.5,34,"Tropical","Terrestrial","Habitat degradation/change",1981,4300
"466618",135,"CR",-19.7,63.41667,"Tropical","Terrestrial","Habitat loss",1981,250
"466636",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1981,18
"466642",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1981,7200
"466660",93,"EN",-1.16667,29.58333,"Tropical","Terrestrial","Habitat loss",1981,254
"466677",76,"CR",-15.62583,30.42111,"Tropical","Terrestrial","Exploitation",1981,12500
"466679",74,"CR",1,38,"Tropical","Terrestrial","Exploitation",1981,1500
"466692",61,"LC",-34.05,20.45,"Tropical","Terrestrial","Invasive spp/genes",1981,320
"466721",32,"LC",-3.5,35.75,"Tropical","Terrestrial","Exploitation",1981,1500
"466728",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1981,11
"466748",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1981,2
"466749",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1981,24
"466750",3,"EN",-4.58333,55.66667,"Tropical","Terrestrial","Habitat loss",1981,21
"480935",405,"VU",47.5,16.41667,"Temperate","Terrestrial","Habitat degradation/change",1982,51
"480973",367,"LC",40.16667,-0.16667,"Temperate","Terrestrial","Exploitation",1982,46
"480975",365,"LC",41.25,1.58333,"Temperate","Terrestrial","Exploitation",1982,14
"480978",362,"LC",43.83333,6.25,"Temperate","Terrestrial","Exploitation",1982,16
"480979",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1982,12
"480980",360,"CR",30.08333,-9.66667,"Temperate","Terrestrial","Habitat loss",1982,56
"480991",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1982,2250000
"480992",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1982,3600000
"481030",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1982,1100000
"481050",290,"LC",78,20,"Temperate","Terrestrial","Exploitation",1982,3400
"481051",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",1982,637
"481058",281,"LC",51.5,10.5,"Temperate","Terrestrial","Habitat degradation/change",1982,125000
"481063",276,"LC",51.5,10.5,"Temperate","Terrestrial","Exploitation",1982,75000
"481064",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1982,5e+06
"481066",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1982,1150000
"481085",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1982,18
"481092",247,"EN",18.08722,-67.97194,"Tropical","Terrestrial","Invasive spp/genes",1982,310
"481095",244,"EN",18.28833,-65.64,"Tropical","Terrestrial","Invasive spp/genes",1982,6
"481096",243,"EN",17.97389,-67.12639,"Tropical","Terrestrial","Invasive spp/genes",1982,266
"481108",231,"EN",26.35722,117.19778,"Tropical","Terrestrial","Exploitation",1982,175
"481126",213,"LC",20,77,"Tropical","Terrestrial","Habitat degradation/change",1982,430
"481141",198,"CR",19.59278,-155.51972,"Tropical","Terrestrial","Invasive spp/genes",1982,1500
"481149",190,"CR",-37,144,"Tropical","Terrestrial","Habitat loss",1982,70
"481159",180,"NE",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1982,18.37
"481160",179,"NE",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1982,29.47
"481161",178,"EN",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1982,1.25
"481162",177,"VU",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1982,10
"481163",176,"VU",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1982,29.47
"481164",175,"EN",-19.84806,57.78083,"Tropical","Terrestrial","Invasive spp/genes",1982,0.56
"481182",157,"LC",-2,30,"Tropical","Terrestrial","Habitat degradation/change",1982,425
"481222",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1982,16
"481228",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1982,8000
"481314",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1982,11
"481334",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1982,4
"481335",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1982,24
"481336",3,"EN",-4.58333,55.66667,"Tropical","Terrestrial","Habitat loss",1982,24
"495559",367,"LC",40.16667,-0.16667,"Temperate","Terrestrial","Exploitation",1983,46
"495560",366,"LC",38,-1.5,"Temperate","Terrestrial","Exploitation",1983,37
"495561",365,"LC",41.25,1.58333,"Temperate","Terrestrial","Exploitation",1983,14
"495564",362,"LC",43.83333,6.25,"Temperate","Terrestrial","Exploitation",1983,15
"495565",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1983,16
"495577",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1983,1600000
"495578",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1983,3700000
"495616",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1983,1180000
"495636",290,"LC",78,20,"Temperate","Terrestrial","Exploitation",1983,3400
"495637",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",1983,300
"495639",286,"LC",54,-4,"Temperate","Terrestrial","Habitat degradation/change",1983,424
"495644",281,"LC",51.5,10.5,"Temperate","Terrestrial","Habitat degradation/change",1983,112500
"495649",276,"LC",51.5,10.5,"Temperate","Terrestrial","Exploitation",1983,62500
"495650",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1983,4200000
"495652",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1983,1100000
"495665",260,"VU",10,-84,"Tropical","Terrestrial","Habitat loss",1983,2e+05
"495712",213,"LC",20,77,"Tropical","Terrestrial","Habitat degradation/change",1983,482
"495726",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1983,11200
"495727",198,"CR",19.59278,-155.51972,"Tropical","Terrestrial","Invasive spp/genes",1983,3250
"495735",190,"CR",-37,144,"Tropical","Terrestrial","Habitat loss",1983,122
"495756",169,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1983,0.98
"495762",163,"EN",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1983,26.5
"495769",156,"LC",2,33,"Tropical","Terrestrial","Habitat loss",1983,1500
"495770",155,"LC",-1.5,35,"Tropical","Terrestrial","Habitat loss",1983,579
"495784",141,"LC",4.15972,29.49889,"Tropical","Terrestrial","Exploitation",1983,53000
"495786",139,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1983,0.28
"495787",138,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1983,17
"495798",127,"VU",-3.16667,35.58333,"Tropical","Terrestrial","Disease",1983,122
"495808",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1983,19
"495811",114,"VU",-1.5,35,"Tropical","Terrestrial","Exploitation",1983,1413
"495814",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1983,8500
"495823",102,"LC",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1983,350
"495854",71,"LC",-1.5,35,"Tropical","Terrestrial","Habitat loss",1983,23313
"495871",54,"LC",-30,26,"Tropical","Terrestrial","Invasive spp/genes",1983,6200
"495886",39,"LC",2,33,"Tropical","Terrestrial","Habitat loss",1983,18000
"495900",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1983,12
"495920",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1983,4
"495921",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1983,21
"510145",367,"LC",40.16667,-0.16667,"Temperate","Terrestrial","Exploitation",1984,43
"510146",366,"LC",38,-1.5,"Temperate","Terrestrial","Exploitation",1984,37
"510147",365,"LC",41.25,1.58333,"Temperate","Terrestrial","Exploitation",1984,14
"510148",364,"LC",42.75,-1.66667,"Temperate","Terrestrial","Exploitation",1984,4.5
"510150",362,"LC",43.83333,6.25,"Temperate","Terrestrial","Exploitation",1984,15
"510151",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1984,10
"510152",360,"CR",30.08333,-9.66667,"Temperate","Terrestrial","Habitat loss",1984,34
"510163",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1984,1500000
"510164",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1984,3650000
"510202",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1984,1220000
"510222",290,"LC",78,20,"Temperate","Terrestrial","Exploitation",1984,3600
"510223",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",1984,200
"510230",281,"LC",51.5,10.5,"Temperate","Terrestrial","Habitat degradation/change",1984,62500
"510235",276,"LC",51.5,10.5,"Temperate","Terrestrial","Exploitation",1984,37500
"510236",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1984,4200000
"510238",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1984,1180000
"510239",272,"LC",52.5,5.75,"Temperate","Terrestrial","Habitat degradation/change",1984,2e+05
"510255",256,"LC",18.33333,-65.71889,"Tropical","Terrestrial","Habitat loss",1984,50
"510257",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1984,29
"510281",230,"NT",21.33306,70.79167,"Tropical","Terrestrial","Habitat degradation/change",1984,201
"510294",217,"EN",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1984,523
"510297",214,"VU",26.63333,93.38333,"Tropical","Terrestrial","Invasive spp/genes",1984,358
"510298",213,"LC",20,77,"Tropical","Terrestrial","Habitat degradation/change",1984,554
"510300",211,"VU",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1984,756
"510302",209,"EN",26.63333,93.38333,"Tropical","Terrestrial","Invasive spp/genes",1984,677
"510304",207,"VU",26.63333,93.38333,"Tropical","Terrestrial","Habitat loss",1984,30
"510312",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1984,12274
"510313",198,"CR",19.59278,-155.51972,"Tropical","Terrestrial","Invasive spp/genes",1984,1150
"510319",192,"CR",-25,135,"Tropical","Terrestrial","Invasive spp/genes",1984,20
"510321",190,"CR",-37,144,"Tropical","Terrestrial","Habitat loss",1984,85
"510341",170,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,3100
"510342",169,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1984,0.86
"510346",165,"EN",7.16667,39.75,"Tropical","Terrestrial","Habitat degradation/change",1984,0.072
"510348",163,"EN",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1984,26
"510369",142,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,900
"510371",140,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,4000
"510372",139,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1984,0.88
"510373",138,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1984,16.8
"510380",131,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,5200
"510389",122,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,31000
"510394",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1984,28
"510400",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1984,8300
"510403",108,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,55700
"510406",105,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,900
"510409",102,"LC",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1984,350
"510412",99,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,1100
"510428",83,"VU",-30,26,"Tropical","Terrestrial","Invasive spp/genes",1984,420
"510464",47,"NT",4.15972,25.49889,"Tropical","Terrestrial","Exploitation",1984,15
"510466",45,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,5500
"510467",44,"LC",9,-4,"Tropical","Terrestrial","Exploitation",1984,900
"510469",42,"EN",7,39.75,"Tropical","Terrestrial","Habitat degradation/change",1984,0.35
"510473",38,"LC",7.2,38.6,"Tropical","Terrestrial","Habitat degradation/change",1984,1700
"510477",34,"LC",9,-3.5,"Tropical","Terrestrial","Exploitation",1984,18300
"510479",32,"LC",-3.5,35.75,"Tropical","Terrestrial","Exploitation",1984,150
"510482",29,"VU",-10.91417,23.99833,"Tropical","Terrestrial","Disease",1984,25000
"510506",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1984,7
"510507",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1984,25
"524692",406,"VU",53.5,12,"Temperate","Terrestrial","Habitat degradation/change",1985,350
"524731",367,"LC",40.16667,-0.16667,"Temperate","Terrestrial","Exploitation",1985,43
"524732",366,"LC",38,-1.5,"Temperate","Terrestrial","Exploitation",1985,37
"524733",365,"LC",41.25,1.58333,"Temperate","Terrestrial","Exploitation",1985,13
"524734",364,"LC",42.75,-1.66667,"Temperate","Terrestrial","Exploitation",1985,4.5
"524736",362,"LC",43.83333,6.25,"Temperate","Terrestrial","Exploitation",1985,15
"524737",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1985,8
"524738",360,"CR",30.08333,-9.66667,"Temperate","Terrestrial","Habitat loss",1985,46
"524749",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1985,1750000
"524750",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1985,3600000
"524788",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1985,1080000
"524808",290,"LC",78,20,"Temperate","Terrestrial","Exploitation",1985,4600
"524809",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",1985,300
"524816",281,"LC",51.5,10.5,"Temperate","Terrestrial","Habitat degradation/change",1985,42500
"524821",276,"LC",51.5,10.5,"Temperate","Terrestrial","Exploitation",1985,87500
"524822",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1985,3e+06
"524824",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1985,1050000
"524825",272,"LC",52.5,5.75,"Temperate","Terrestrial","Habitat degradation/change",1985,1e+05
"524843",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1985,25
"524853",244,"EN",18.28833,-65.64,"Tropical","Terrestrial","Invasive spp/genes",1985,2
"524868",229,"VU",21.33306,70.79167,"Tropical","Terrestrial","Habitat loss",1985,239
"524869",228,"VU",21.33306,70.79167,"Tropical","Terrestrial","Habitat loss",1985,191
"524894",203,"CR",27.15889,77.50861,"Tropical","Terrestrial","Pollution",1985,244
"524898",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1985,10050
"524899",198,"CR",19.59278,-155.51972,"Tropical","Terrestrial","Invasive spp/genes",1985,800
"524907",190,"CR",-37,144,"Tropical","Terrestrial","Habitat loss",1985,86
"524928",169,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1985,0.93
"524931",166,"EN",6.75,39.75,"Tropical","Terrestrial","Habitat loss",1985,1375
"524934",163,"EN",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1985,25.5
"524937",160,"LC",-13.5,34,"Tropical","Terrestrial","Habitat degradation/change",1985,2000
"524942",155,"LC",-1.5,35,"Tropical","Terrestrial","Habitat loss",1985,1796
"524945",152,"LC",-23.83333,31.5,"Tropical","Terrestrial","Disease",1985,27500
"524958",139,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1985,0.5
"524959",138,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1985,13.8
"524965",132,"LC",-1.91667,40.11667,"Tropical","Terrestrial","Habitat loss",1985,250
"524978",119,"EN",-23.83333,31.5,"Tropical","Terrestrial","Habitat degradation/change",1985,400
"524980",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1985,28
"524983",114,"VU",-1.5,35,"Tropical","Terrestrial","Exploitation",1985,382
"524986",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1985,6800
"524995",102,"LC",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1985,370
"525014",83,"VU",-30,26,"Tropical","Terrestrial","Invasive spp/genes",1985,400
"525020",77,"NT",0.33333,32.58333,"Tropical","Terrestrial","Habitat loss",1985,142
"525026",71,"LC",-1.5,35,"Tropical","Terrestrial","Habitat loss",1985,23140
"525027",70,"LC",7,21,"Tropical","Terrestrial","Exploitation",1985,5400
"525037",60,"LC",-2.33333,34.83333,"Tropical","Terrestrial","Disease",1985,1250000
"525046",51,"EN",-1.89972,40.11833,"Tropical","Terrestrial","Habitat loss",1985,1000
"525060",37,"LC",9.08333,40,"Tropical","Terrestrial","Habitat degradation/change",1985,30
"525091",6,"CR",11.76667,42.65806,"Tropical","Terrestrial","Habitat loss",1985,1500
"525092",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1985,7
"525093",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1985,26
"539317",367,"LC",40.16667,-0.16667,"Temperate","Terrestrial","Exploitation",1986,43
"539318",366,"LC",38,-1.5,"Temperate","Terrestrial","Exploitation",1986,35
"539319",365,"LC",41.25,1.58333,"Temperate","Terrestrial","Exploitation",1986,12
"539320",364,"LC",42.75,-1.66667,"Temperate","Terrestrial","Exploitation",1986,4
"539322",362,"LC",43.83333,6.25,"Temperate","Terrestrial","Exploitation",1986,15
"539323",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1986,10
"539324",360,"CR",30.08333,-9.66667,"Temperate","Terrestrial","Habitat loss",1986,38
"539335",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1986,1700000
"539336",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1986,3600000
"539374",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1986,980000
"539394",290,"LC",78,20,"Temperate","Terrestrial","Exploitation",1986,3800
"539395",288,"LC",54.25,13.58333,"Temperate","Terrestrial","Exploitation",1986,287
"539396",287,"LC",43.75,20.75,"Temperate","Terrestrial","Exploitation",1986,33
"539402",281,"LC",51.5,10.5,"Temperate","Terrestrial","Habitat degradation/change",1986,62500
"539407",276,"LC",51.5,10.5,"Temperate","Terrestrial","Exploitation",1986,37500
"539408",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1986,3500000
"539410",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1986,1100000
"539411",272,"LC",52.5,5.75,"Temperate","Terrestrial","Habitat degradation/change",1986,1e+05
"539429",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1986,29
"539436",247,"EN",18.08722,-67.97194,"Tropical","Terrestrial","Invasive spp/genes",1986,338
"539439",244,"EN",18.28833,-65.64,"Tropical","Terrestrial","Invasive spp/genes",1986,2
"539452",231,"EN",26.35722,117.19778,"Tropical","Terrestrial","Exploitation",1986,65
"539484",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1986,9515
"539485",198,"CR",19.59278,-155.51972,"Tropical","Terrestrial","Invasive spp/genes",1986,1150
"539493",190,"CR",-37,144,"Tropical","Terrestrial","Habitat loss",1986,79
"539514",169,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1986,0.88
"539518",165,"EN",7.16667,39.75,"Tropical","Terrestrial","Habitat degradation/change",1986,0
"539519",164,"EN",7.16667,39.75,"Tropical","Terrestrial","Habitat degradation/change",1986,2.1
"539520",163,"EN",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1986,25.5
"539521",162,"EN",7.1,39.78333,"Tropical","Terrestrial","Habitat degradation/change",1986,2250
"539528",155,"LC",-1.5,35,"Tropical","Terrestrial","Habitat loss",1986,194
"539544",139,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1986,0.56
"539545",138,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1986,12.2
"539565",118,"EN",-19,29,"Tropical","Terrestrial","Exploitation",1986,350
"539566",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1986,29
"539569",114,"VU",-1.5,35,"Tropical","Terrestrial","Exploitation",1986,493
"539572",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1986,7400
"539580",103,"LC",-9,37.5,"Tropical","Terrestrial","Exploitation",1986,4400
"539581",102,"LC",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1986,450
"539590",93,"EN",-1.16667,29.58333,"Tropical","Terrestrial","Habitat loss",1986,293
"539612",71,"LC",-1.5,35,"Tropical","Terrestrial","Habitat loss",1986,17062
"539625",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1986,12000
"539641",42,"EN",7,39.75,"Tropical","Terrestrial","Habitat degradation/change",1986,0.11
"539642",41,"LC",-2.33333,34.83333,"Tropical","Terrestrial","Exploitation",1986,50
"539658",25,"EN",-20.40444,57.42667,"Tropical","Terrestrial","Habitat loss",1986,10
"539678",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1986,7
"553903",367,"LC",40.16667,-0.16667,"Temperate","Terrestrial","Exploitation",1987,40
"553904",366,"LC",38,-1.5,"Temperate","Terrestrial","Exploitation",1987,32
"553905",365,"LC",41.25,1.58333,"Temperate","Terrestrial","Exploitation",1987,12
"553906",364,"LC",42.75,-1.66667,"Temperate","Terrestrial","Exploitation",1987,4
"553908",362,"LC",43.83333,6.25,"Temperate","Terrestrial","Exploitation",1987,15
"553909",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1987,14
"553910",360,"CR",30.08333,-9.66667,"Temperate","Terrestrial","Habitat loss",1987,38
"553921",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1987,1800000
"553922",348,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat loss",1987,3500000
"553960",310,"LC",53.27222,7.17472,"Temperate","Terrestrial","Habitat degradation/change",1987,9e+05
"553980",290,"LC",78,20,"Temperate","Terrestrial","Exploitation",1987,4500
"553988",281,"LC",51.5,10.5,"Temperate","Terrestrial","Habitat degradation/change",1987,112500
"553993",276,"LC",51.5,10.5,"Temperate","Terrestrial","Exploitation",1987,162500
"553994",275,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat degradation/change",1987,2800000
"553996",273,"LC",56,10,"Temperate","Terrestrial","Habitat degradation/change",1987,1050000
"553997",272,"LC",52.5,5.75,"Temperate","Terrestrial","Habitat degradation/change",1987,150000
"554015",254,"CR",18.23278,-66.4575,"Tropical","Terrestrial","Habitat loss",1987,29
"554066",203,"CR",27.15889,77.50861,"Tropical","Terrestrial","Pollution",1987,353
"554070",199,"VU",25.77056,-171.7375,"Tropical","Terrestrial","Climate change",1987,10883
"554071",198,"CR",19.59278,-155.51972,"Tropical","Terrestrial","Invasive spp/genes",1987,1980
"554079",190,"CR",-37,144,"Tropical","Terrestrial","Habitat loss",1987,76
"554100",169,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1987,0.93
"554104",165,"EN",7.16667,39.75,"Tropical","Terrestrial","Habitat degradation/change",1987,0.014
"554105",164,"EN",7.16667,39.75,"Tropical","Terrestrial","Habitat degradation/change",1987,4
"554106",163,"EN",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1987,24
"554116",153,"LC",13,-13,"Tropical","Terrestrial","Exploitation",1987,230
"554130",139,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1987,0.48
"554131",138,"LC",7.16667,39.71667,"Tropical","Terrestrial","Habitat degradation/change",1987,14
"554152",117,"EN",-3.16667,35.58333,"Tropical","Terrestrial","Habitat loss",1987,16
"554158",111,"VU",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1987,6900
"554167",102,"LC",-23.83333,31.5,"Tropical","Terrestrial","Habitat loss",1987,250
"554195",74,"CR",1,38,"Tropical","Terrestrial","Exploitation",1987,511
"554211",58,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1987,7500
"554212",57,"LC",-3.18333,35.53333,"Tropical","Terrestrial","Habitat degradation/change",1987,9000
"554227",42,"EN",7,39.75,"Tropical","Terrestrial","Habitat degradation/change",1987,0.145
"554264",5,"EN",-20.3,57.58333,"Tropical","Terrestrial","Pollution",1987,9
"554265",4,"EN",-4.58333,55.93333,"Tropical","Terrestrial","Habitat loss",1987,23
"554267",2,"VU",-4.33333,55.66667,"Tropical","Terrestrial","Invasive spp/genes",1987,430
"568389",467,"LC",53.87083,9.00389,"Temperate","Freshwater","Habitat degradation/change",1988,62
"568390",466,"LC",53.87083,9.00389,"Temperate","Freshwater","Habitat degradation/change",1988,37
"568489",367,"LC",40.16667,-0.16667,"Temperate","Terrestrial","Exploitation",1988,37.5
"568490",366,"LC",38,-1.5,"Temperate","Terrestrial","Exploitation",1988,28
"568491",365,"LC",41.25,1.58333,"Temperate","Terrestrial","Exploitation",1988,11.5
"568492",364,"LC",42.75,-1.66667,"Temperate","Terrestrial","Exploitation",1988,3.5
"568494",362,"LC",43.83333,6.25,"Temperate","Terrestrial","Exploitation",1988,14
"568495",361,"CR",37.02944,37.99028,"Temperate","Terrestrial","Pollution",1988,8
"568496",360,"CR",30.08333,-9.66667,"Temperate","Terrestrial","Habitat loss",1988,50
"568507",349,"LC",59.37611,24.43417,"Temperate","Terrestrial","Habitat loss",1988,1650000
